Datetime,Nhiệt độ,Độ ẩm,Khí áp,T.độ gió,H. gió
2021-11-15 05:00:00,25.1,100,1009.3,2.1,333
2021-11-15 06:00:00,25.1,100,1009.9,2.5,336
2021-11-15 07:00:00,25.5,99,1010.1,3.3,359
2021-11-15 08:00:00,26.1,97,1010.7,2.8,12
2021-11-15 09:00:00,27.5,89,1011.1,1.9,8
2021-11-15 10:00:00,28.8,80,1010.9,1.1,13
2021-11-15 12:00:00,31.2,70,1009.2,2.6,84
2021-11-15 13:00:00,31.6,67,1008.1,3.2,89
2021-11-15 14:00:00,31.5,67,1006.8,3.4,102
2021-11-15 15:00:00,31.4,66,1006.5,4.1,98
2021-11-15 16:00:00,29.2,75,1006.2,3.3,112
2021-11-15 17:00:00,28.9,80,1007.1,2.5,97
2021-11-15 18:00:00,28.1,80,1007.3,2.7,113
2021-11-15 19:00:00,27.7,83,1008.7,2.6,124
2021-11-15 20:00:00,27.6,86,1009.3,3.2,106
2021-11-15 21:00:00,27.4,87,1009.5,1.8,121
2021-11-15 22:00:00,27.3,87,1009.9,0.8,156
2021-11-16 00:00:00,26.7,91,1009.3,0.2,128
2021-11-16 01:00:00,26.7,94,1009.0,2.3,357
2021-11-16 02:00:00,26.8,94,1008.4,2.4,21
2021-11-16 03:00:00,26.0,100,1007.8,2.4,353
2021-11-16 04:00:00,26.2,100,1008.2,2.4,357
2021-11-16 05:00:00,26.1,99,1008.7,0.7,43
2021-11-16 06:00:00,24.7,99,1009.3,0.1,141
2021-11-16 07:00:00,24.7,100,1009.9,1.3,113
2021-11-16 08:00:00,25.3,100,1010.9,1.3,89
2021-11-16 09:00:00,25.6,100,1011.5,1.9,92
2021-11-16 10:00:00,24.9,100,1011.2,1.9,140
2021-11-16 11:00:00,25.2,100,1010.5,1.2,68
2021-11-16 12:00:00,26.3,99,1009.6,0.6,76
2021-11-16 13:00:00,27.7,92,1008.8,1.5,72
2021-11-16 14:00:00,29.0,85,1007.7,2.2,51
2021-11-16 15:00:00,29.3,81,1007.3,2.5,86
2021-11-16 16:00:00,29.0,79,1007.7,3.8,103
2021-11-16 17:00:00,28.2,83,1008.1,2.9,102
2021-11-16 18:00:00,27.3,87,1008.2,2.2,108
2021-11-16 22:00:00,26.0,99,1010.9,1.1,48
2021-11-16 23:00:00,25.9,100,1010.6,2.3,346
2021-11-17 03:00:00,25.0,100,1008.7,0.4,62
2021-11-17 04:00:00,25.2,100,1008.4,1.1,55
2021-11-17 05:00:00,25.3,100,1008.9,1.8,54
2021-11-17 06:00:00,25.3,100,1009.4,1.9,48
2021-11-17 07:00:00,26.3,98,1009.9,2.5,1
2021-11-17 08:00:00,27.3,97,1010.7,2.1,4
2021-11-17 09:00:00,28.6,86,1011.2,1.1,13
2021-11-17 11:00:00,30.6,75,1010.7,2.1,10
2021-11-17 12:00:00,31.4,71,1009.8,1.8,46
2021-11-17 13:00:00,31.0,77,1008.5,1.7,19
2021-11-17 14:00:00,27.2,91,1008.2,5.9,21
2021-11-17 15:00:00,27.0,93,1007.9,2.0,307
2021-11-17 16:00:00,25.8,98,1007.6,0.8,17
2021-11-17 17:00:00,26.2,95,1008.7,0.7,75
2021-11-17 19:00:00,26.5,97,1009.6,0.7,139
2021-11-17 20:00:00,26.8,95,1010.6,0.5,143
2021-11-17 23:00:00,26.3,100,1010.7,0.1,237
2021-11-18 00:00:00,26.3,100,1010.6,0.2,320
2021-11-18 01:00:00,26.3,100,1009.9,1.6,320
2021-11-18 02:00:00,26.4,100,1009.3,1.6,332
2021-11-18 06:00:00,26.0,100,1009.3,3.2,353
2021-11-18 07:00:00,26.1,100,1009.6,3.7,353
2021-11-18 08:00:00,26.6,100,1010.3,3.7,16
2021-11-18 09:00:00,28.1,91,1010.3,3.4,2
2021-11-18 10:00:00,29.4,84,1010.0,1.6,26
2021-11-18 11:00:00,29.5,82,1009.9,2.7,31
2021-11-18 12:00:00,29.9,79,1008.8,3.0,27
2021-11-18 13:00:00,30.4,77,1007.6,1.9,58
2021-11-18 15:00:00,30.0,75,1006.3,2.9,102
2021-11-18 16:00:00,29.8,74,1006.3,3.5,104
2021-11-18 17:00:00,28.6,79,1006.3,2.3,123
2021-11-18 18:00:00,27.9,82,1007.2,2.3,116
2021-11-18 20:00:00,26.7,89,1009.0,0.9,132
2021-11-19 04:00:00,25.2,100,1007.2,1.1,338
2021-11-19 05:00:00,25.4,100,1007.7,2.7,349
2021-11-19 06:00:00,25.4,100,1008.1,3.1,342
2021-11-19 07:00:00,25.6,100,1008.9,2.6,332
2021-11-19 08:00:00,26.7,100,1009.9,2.6,344
2021-11-19 09:00:00,27.5,92,1010.5,1.9,325
2021-11-19 10:00:00,28.1,89,1010.3,2.4,351
2021-11-19 11:00:00,29.3,82,1009.5,0.2,336
2021-11-19 13:00:00,31.4,72,1007.2,1.5,347
2021-11-19 15:00:00,31.5,70,1005.4,0.8,26
2021-11-19 16:00:00,27.9,90,1005.4,1.6,142
2021-11-19 17:00:00,28.2,85,1006.0,0.9,202
2021-11-19 19:00:00,27.4,93,1007.0,0.7,112
2021-11-19 20:00:00,27.1,94,1007.1,0.9,162
2021-11-19 21:00:00,26.8,88,1007.6,1.7,157
2021-11-19 22:00:00,26.6,89,1007.9,1.4,142
2021-11-19 23:00:00,26.4,92,1007.8,1.7,164
2021-11-20 00:00:00,26.0,95,1007.3,1.5,191
2021-11-20 01:00:00,25.9,98,1006.6,0.9,200
2021-11-20 03:00:00,25.6,100,1005.9,1.5,168
2021-11-20 06:00:00,25.6,100,1007.0,1.4,257
2021-11-20 09:00:00,28.8,87,1009.5,1.2,357
2021-11-20 11:00:00,30.9,76,1008.9,2.5,337
2021-11-20 12:00:00,30.2,81,1007.4,3.3,321
2021-11-20 13:00:00,29.9,80,1006.0,4.8,330
2021-11-20 14:00:00,29.4,86,1006.6,0.8,37
2021-11-20 15:00:00,25.0,100,1006.6,3.8,153
2021-11-20 16:00:00,25.1,100,1006.5,3.0,207
2021-11-20 17:00:00,25.5,100,1006.8,2.0,213
2021-11-20 18:00:00,25.5,100,1008.1,0.4,41
2021-11-20 19:00:00,25.3,100,1008.8,0.7,84
2021-11-21 08:00:00,27.0,95,1009.9,0.5,340
2021-11-21 09:00:00,29.0,82,1010.4,1.8,45
2021-11-21 10:00:00,29.7,79,1010.4,2.8,18
2021-11-21 11:00:00,30.6,73,1009.8,2.4,25
2021-11-21 12:00:00,32.4,64,1008.9,2.3,75
2021-11-21 13:00:00,32.5,59,1008.2,2.1,60
2021-11-21 14:00:00,31.5,65,1007.6,1.6,92
2021-11-21 15:00:00,31.1,65,1006.8,2.0,107
2021-11-21 16:00:00,31.3,64,1006.8,3.0,105
2021-11-21 17:00:00,29.8,70,1007.6,3.6,108
2021-11-21 18:00:00,28.8,77,1007.8,2.6,103
2021-11-21 19:00:00,28.2,81,1008.5,1.4,91
2021-11-21 20:00:00,27.5,85,1009.5,0.8,61
2021-11-21 21:00:00,27.2,89,1009.6,2.6,104
2021-11-21 22:00:00,27.2,91,1010.1,1.1,62
2021-11-21 23:00:00,26.6,94,1009.9,1.5,130
2021-11-22 00:00:00,26.7,97,1009.6,1.6,55
2021-11-22 01:00:00,27.1,93,1009.2,3.0,110
2021-11-22 02:00:00,26.5,95,1008.7,1.5,127
2021-11-22 03:00:00,25.9,98,1008.3,1.6,147
2021-11-22 04:00:00,25.8,98,1008.4,1.0,140
2021-11-22 05:00:00,25.8,99,1008.4,1.1,126
2021-11-22 06:00:00,25.9,100,1009.2,1.3,55
2021-11-22 07:00:00,26.5,100,1010.1,1.0,73
2021-11-22 08:00:00,28.4,89,1011.1,2.5,81
2021-11-22 09:00:00,30.1,77,1011.6,3.5,91
2021-11-22 10:00:00,31.0,79,1011.4,1.9,78
2021-11-22 11:00:00,32.2,66,1010.5,2.8,84
2021-11-22 12:00:00,30.1,84,1009.4,2.0,89
2021-11-22 13:00:00,31.3,72,1008.3,3.0,81
2021-11-22 14:00:00,30.6,78,1007.6,3.0,81
2021-11-22 15:00:00,28.2,88,1007.0,1.8,123
2021-11-22 16:00:00,29.4,79,1007.6,2.7,102
2021-11-22 17:00:00,28.8,80,1008.4,3.5,112
2021-11-22 18:00:00,28.0,86,1009.2,2.7,100
2021-11-22 19:00:00,27.5,90,1010.0,2.5,93
2021-11-22 20:00:00,27.1,93,1010.3,2.0,80
2021-11-22 21:00:00,26.6,95,1010.9,0.6,118
2021-11-22 22:00:00,26.4,96,1010.9,1.5,128
2021-11-22 23:00:00,26.3,96,1010.6,1.3,119
2021-11-23 00:00:00,26.2,97,1009.9,2.0,111
2021-11-23 01:00:00,26.3,96,1009.5,1.6,65
2021-11-23 02:00:00,26.0,100,1009.3,2.1,52
2021-11-23 03:00:00,25.7,100,1008.9,1.8,74
2021-11-23 04:00:00,25.5,100,1008.7,1.3,53
2021-11-23 05:00:00,25.6,100,1008.8,3.1,37
2021-11-23 06:00:00,25.4,100,1009.0,2.2,47
2021-11-23 08:00:00,27.4,90,1010.5,0.4,19
2021-11-23 09:00:00,29.1,77,1011.1,2.3,28
2021-11-23 10:00:00,29.9,76,1011.0,2.1,26
2021-11-23 11:00:00,30.6,74,1010.4,0.2,333
2021-11-23 12:00:00,31.4,66,1009.6,1.4,38
2021-11-23 13:00:00,31.9,68,1008.8,2.0,10
2021-11-23 14:00:00,32.5,63,1007.7,0.9,344
2021-11-23 15:00:00,32.6,59,1007.1,0.1,347
2021-11-23 16:00:00,29.9,81,1007.3,4.8,18
2021-11-23 17:00:00,24.4,100,1008.4,3.1,358
2021-11-23 21:00:00,25.9,100,1011.5,0.7,318
2021-11-23 23:00:00,26.4,98,1011.2,0.4,89
2021-11-24 00:00:00,26.4,98,1010.9,1.8,55
2021-11-24 01:00:00,26.2,98,1010.5,1.8,50
2021-11-24 03:00:00,26.2,97,1009.0,2.9,20
2021-11-24 04:00:00,25.9,98,1009.2,2.0,20
2021-11-24 05:00:00,25.8,100,1009.8,2.5,354
2021-11-24 06:00:00,25.8,100,1009.9,2.1,338
2021-11-24 07:00:00,26.0,100,1011.0,2.6,6
2021-11-24 08:00:00,27.0,91,1011.4,2.8,15
2021-11-24 09:00:00,28.1,84,1011.6,1.3,8
2021-11-24 10:00:00,29.0,77,1012.0,2.2,19
2021-11-27 16:00:00,27.0,81,1008.4,4.8,8
2021-11-27 17:00:00,27.0,81,1008.8,4.3,5
2021-11-27 18:00:00,27.1,81,1009.0,3.6,352
2021-11-27 19:00:00,27.1,81,1009.3,3.7,345
2021-11-27 20:00:00,27.1,81,1010.0,4.3,5
2021-11-27 21:00:00,27.1,81,1010.6,4.5,5
2021-11-27 22:00:00,27.1,81,1010.7,3.6,4
2021-11-27 23:00:00,27.1,81,1010.3,3.3,337
2021-11-28 00:00:00,27.2,81,1009.8,3.6,334
2021-11-28 01:00:00,27.2,81,1009.4,2.9,338
2021-11-28 02:00:00,27.2,81,1008.7,3.7,340
2021-11-28 03:00:00,27.2,81,1008.2,4.4,341
2021-11-28 04:00:00,27.2,81,1008.3,4.2,347
2021-11-28 05:00:00,27.2,81,1008.8,3.3,336
2021-11-28 06:00:00,27.2,81,1009.2,2.6,334
2021-11-28 07:00:00,27.2,81,1009.9,3.7,338
2021-11-29 01:00:00,27.2,81,1008.4,4.6,351
2021-11-29 02:00:00,27.2,81,1007.4,4.8,357
2021-11-29 03:00:00,27.2,81,1007.0,4.1,1
2021-11-29 04:00:00,27.2,81,1007.1,4.0,357
2021-11-29 05:00:00,27.2,81,1007.9,3.5,354
2021-11-29 06:00:00,27.2,81,1008.4,4.0,351
2021-11-29 07:00:00,27.2,81,1008.8,3.1,351
2021-11-29 08:00:00,27.2,81,1009.3,3.2,348
2021-11-29 09:00:00,27.1,81,1009.9,3.8,348
2021-11-29 10:00:00,27.0,81,1010.1,3.7,4
2021-11-29 11:00:00,26.8,81,1009.0,3.0,353
2021-11-29 12:00:00,26.5,81,1007.8,3.5,356
2021-11-29 13:00:00,26.7,81,1007.3,4.9,8
2021-11-29 14:00:00,26.7,81,1006.6,2.8,355
2021-11-29 15:00:00,26.7,81,1006.2,3.5,3
2021-11-29 16:00:00,26.7,81,1006.0,3.7,358
2021-11-29 17:00:00,26.8,81,1006.8,2.1,7
2021-11-29 18:00:00,27.0,81,1008.2,1.5,31
2021-11-29 19:00:00,27.1,81,1009.2,1.5,38
2021-11-29 20:00:00,27.1,81,1009.9,0.3,12
2021-11-29 22:00:00,27.2,81,1009.9,0.4,100
2021-11-29 23:00:00,27.2,81,1009.8,0.1,41
2021-11-30 00:00:00,27.2,81,1009.5,2.2,47
2021-11-30 02:00:00,27.1,81,1007.9,3.2,19
2021-11-30 03:00:00,27.1,81,1007.4,3.9,14
2021-11-30 04:00:00,27.2,81,1007.4,3.9,18
2021-11-30 05:00:00,27.2,81,1008.2,3.7,48
2021-11-30 06:00:00,27.2,81,1009.0,2.8,106
2021-11-30 08:00:00,27.1,81,1010.4,3.0,39
2021-11-30 09:00:00,27.0,81,1011.0,3.2,48
2021-11-30 10:00:00,27.0,81,1011.5,2.7,39
2021-11-30 11:00:00,27.1,81,1010.9,2.5,29
2021-11-30 12:00:00,27.2,81,1010.0,2.8,46
2021-11-30 13:00:00,27.2,81,1009.0,1.1,70
2021-11-30 14:00:00,27.1,81,1007.7,1.5,75
2021-11-30 15:00:00,27.1,81,1007.9,1.5,88
2021-11-30 16:00:00,27.1,81,1008.2,2.1,39
2021-11-30 17:00:00,27.1,81,1008.7,2.2,39
2021-11-30 18:00:00,27.1,81,1009.6,2.8,18
2021-11-30 19:00:00,27.1,81,1010.6,2.4,44
2021-11-30 20:00:00,27.2,81,1011.5,2.6,39
2021-11-30 21:00:00,27.2,81,1011.6,2.2,48
2021-11-30 22:00:00,27.2,81,1011.6,1.5,55
2021-11-30 23:00:00,27.2,81,1011.2,1.6,54
2021-12-01 00:00:00,27.2,81,1011.1,1.1,56
2021-12-01 04:00:00,27.3,81,1009.3,2.5,342
2021-12-01 05:00:00,27.3,81,1010.0,1.9,326
2021-12-01 06:00:00,27.2,81,1011.0,2.6,333
2021-12-01 07:00:00,27.2,81,1011.8,2.4,347
2021-12-01 08:00:00,27.2,81,1012.6,3.5,353
2021-12-01 09:00:00,27.1,81,1012.9,3.5,356
2021-12-01 10:00:00,27.0,81,1012.9,3.0,349
2021-12-01 11:00:00,26.9,81,1012.7,3.7,358
2021-12-01 12:00:00,26.8,81,1011.7,2.9,354
2021-12-01 13:00:00,26.7,81,1010.7,2.4,21
2021-12-01 14:00:00,26.7,81,1009.8,2.8,16
2021-12-01 15:00:00,26.7,81,1009.2,2.8,342
2021-12-01 16:00:00,26.7,81,1008.9,3.1,1
2021-12-01 17:00:00,26.8,81,1009.2,2.1,349
2021-12-01 18:00:00,26.9,81,1010.0,1.3,326
2021-12-01 21:00:00,27.1,81,1012.6,1.3,133
2021-12-01 22:00:00,27.1,81,1012.8,1.1,147
2021-12-01 23:00:00,27.1,81,1012.3,1.4,111
2021-12-02 00:00:00,27.1,81,1012.0,1.8,49
2021-12-02 01:00:00,27.2,81,1011.6,3.3,12
2021-12-02 02:00:00,27.2,81,1010.6,3.4,356
2021-12-02 03:00:00,27.2,81,1010.3,4.2,4
2021-12-02 04:00:00,27.2,81,1010.6,3.5,5
2021-12-02 05:00:00,27.3,81,1010.7,4.0,16
2021-12-02 06:00:00,27.3,81,1011.2,3.6,358
2021-12-02 07:00:00,27.3,81,1012.2,2.4,342
2021-12-02 08:00:00,27.2,81,1013.1,3.3,357
2021-12-02 09:00:00,25.2,80,1013.8,3.9,339
2021-12-02 10:00:00,24.9,80,1013.9,2.8,359
2021-12-02 11:00:00,24.7,80,1013.7,2.8,350
2021-12-02 12:00:00,24.5,80,1012.8,2.9,3
2021-12-02 13:00:00,24.5,80,1011.8,3.0,2
2021-12-02 14:00:00,24.4,80,1011.2,2.4,18
2021-12-02 15:00:00,24.5,80,1010.9,2.8,4
2021-12-02 16:00:00,24.8,80,1011.1,3.6,351
2021-12-02 17:00:00,25.0,80,1011.5,2.5,326
2021-12-02 18:00:00,25.2,80,1012.0,2.3,342
2021-12-02 19:00:00,25.3,80,1012.7,2.1,334
2021-12-02 20:00:00,25.4,80,1013.2,1.7,316
2021-12-02 21:00:00,25.4,80,1013.4,3.0,324
2021-12-02 22:00:00,25.4,80,1013.4,3.1,339
2021-12-02 23:00:00,25.5,80,1013.2,2.7,333
2021-12-03 00:00:00,25.5,80,1012.9,2.9,346
2021-12-03 01:00:00,25.5,80,1012.5,2.6,326
2021-12-03 02:00:00,25.5,80,1011.7,3.5,332
2021-12-03 03:00:00,25.6,80,1011.5,3.2,334
2021-12-03 04:00:00,25.6,80,1012.1,2.4,335
2021-12-03 05:00:00,25.6,80,1012.9,2.9,333
2021-12-03 06:00:00,25.6,80,1013.6,3.2,340
2021-12-03 07:00:00,25.6,80,1014.7,3.3,353
2021-12-03 08:00:00,25.4,80,1015.6,4.3,359
2021-12-03 09:00:00,25.1,80,1015.9,5.4,356
2021-12-03 10:00:00,24.9,80,1015.6,5.6,3
2021-12-03 11:00:00,24.8,80,1014.9,5.3,5
2021-12-03 12:00:00,24.7,80,1013.9,4.5,337
2021-12-03 13:00:00,24.6,80,1012.6,4.7,353
2021-12-03 14:00:00,24.6,80,1011.8,4.9,6
2021-12-03 15:00:00,24.6,80,1011.6,4.5,353
2021-12-03 16:00:00,24.7,80,1011.8,3.8,353
2021-12-03 17:00:00,24.9,80,1012.6,2.0,354
2021-12-03 20:00:00,25.4,80,1014.9,1.6,287
2021-12-03 21:00:00,25.4,80,1015.4,2.2,308
2021-12-03 22:00:00,25.4,80,1015.5,2.4,327
2021-12-03 23:00:00,25.5,80,1015.3,2.5,349
2021-12-04 00:00:00,25.5,80,1014.9,2.7,353
2021-12-04 01:00:00,25.5,80,1014.4,3.2,349
2021-12-04 02:00:00,25.6,80,1013.7,2.7,335
2021-12-04 03:00:00,25.6,80,1013.1,3.8,333
2021-12-04 04:00:00,25.6,80,1013.3,3.5,346
2021-12-04 05:00:00,25.6,80,1013.7,3.2,339
2021-12-04 06:00:00,25.7,80,1014.0,3.3,346
2021-12-04 07:00:00,25.7,80,1014.5,3.7,347
2021-12-04 08:00:00,25.4,80,1015.4,4.3,359
2021-12-04 09:00:00,25.2,80,1016.0,4.7,2
2021-12-04 10:00:00,25.2,80,1015.6,4.2,3
2021-12-04 11:00:00,25.1,80,1014.9,4.3,352
2021-12-04 12:00:00,25.0,80,1013.8,3.3,354
2021-12-04 13:00:00,25.0,80,1012.8,3.2,354
2021-12-04 14:00:00,25.1,80,1012.2,3.1,339
2021-12-04 15:00:00,25.0,80,1012.0,3.2,332
2021-12-04 16:00:00,24.9,80,1012.0,3.0,346
2021-12-04 17:00:00,25.2,80,1012.1,2.3,337
2021-12-04 18:00:00,25.3,80,1012.3,1.9,321
2021-12-04 19:00:00,25.4,80,1013.2,1.5,321
2021-12-04 20:00:00,25.5,80,1014.0,1.9,308
2021-12-04 21:00:00,25.6,80,1014.2,3.7,330
2021-12-04 22:00:00,25.6,80,1013.9,3.5,337
2021-12-04 23:00:00,25.6,80,1013.4,4.5,353
2021-12-05 00:00:00,25.7,80,1013.7,3.3,343
2021-12-05 01:00:00,25.7,80,1013.4,2.9,339
2021-12-05 02:00:00,25.7,80,1013.2,3.5,344
2021-12-05 03:00:00,25.7,80,1013.1,3.1,340
2021-12-05 04:00:00,25.8,80,1013.1,3.4,345
2021-12-05 05:00:00,25.8,80,1013.7,3.1,337
2021-12-05 06:00:00,25.8,80,1014.0,2.5,339
2021-12-05 07:00:00,25.8,80,1014.7,2.9,315
2021-12-05 08:00:00,25.7,80,1015.3,3.9,345
2021-12-05 09:00:00,25.3,80,1015.3,4.8,4
2021-12-05 10:00:00,25.0,80,1015.1,4.0,355
2021-12-05 11:00:00,24.7,80,1014.7,2.9,4
2021-12-05 12:00:00,24.6,80,1013.3,4.1,345
2021-12-05 13:00:00,24.5,80,1011.8,3.6,354
2021-12-05 14:00:00,24.4,80,1011.0,3.6,334
2021-12-05 15:00:00,24.5,80,1010.6,3.7,338
2021-12-05 16:00:00,24.7,80,1010.9,4.4,330
2021-12-05 17:00:00,24.8,80,1011.0,3.3,319
2021-12-05 18:00:00,25.1,80,1011.7,2.2,308
2021-12-05 19:00:00,25.3,80,1011.7,3.6,308
2021-12-05 20:00:00,25.4,80,1012.3,2.0,291
2021-12-05 21:00:00,25.4,80,1012.9,1.9,286
2021-12-05 22:00:00,25.5,80,1013.1,3.1,305
2021-12-05 23:00:00,25.5,80,1012.8,3.3,316
2021-12-06 00:00:00,25.6,80,1012.8,3.0,317
2021-12-06 01:00:00,25.6,80,1012.2,3.8,320
2021-12-06 02:00:00,25.6,80,1011.5,4.5,324
2021-12-06 03:00:00,25.6,80,1011.1,3.8,321
2021-12-06 04:00:00,25.6,80,1011.4,3.2,325
2021-12-06 05:00:00,25.7,80,1012.0,3.5,321
2021-12-06 06:00:00,25.7,80,1012.3,3.5,328
2021-12-06 07:00:00,25.7,80,1012.8,3.5,336
2021-12-06 08:00:00,25.5,80,1013.8,4.3,348
2021-12-06 09:00:00,25.3,80,1013.9,5.1,1
2021-12-06 10:00:00,25.0,80,1013.7,4.5,6
2021-12-06 11:00:00,24.7,80,1013.1,4.3,356
2021-12-06 12:00:00,24.6,80,1012.3,3.3,14
2021-12-06 13:00:00,24.4,80,1011.4,2.7,348
2021-12-06 14:00:00,24.3,80,1010.6,2.8,12
2021-12-06 15:00:00,24.4,80,1010.1,3.0,353
2021-12-06 16:00:00,24.5,80,1010.3,4.8,347
2021-12-06 17:00:00,24.7,80,1010.6,3.3,350
2021-12-06 18:00:00,25.0,80,1011.2,1.0,320
2021-12-06 20:00:00,25.3,80,1012.3,0.2,302
2021-12-06 21:00:00,25.4,80,1012.7,2.6,326
2021-12-06 22:00:00,25.4,80,1013.1,0.8,84
2021-12-06 23:00:00,25.4,80,1012.7,0.4,47
2021-12-07 01:00:00,25.4,80,1012.3,1.6,312
2021-12-07 02:00:00,25.4,80,1011.7,1.6,309
2021-12-07 03:00:00,25.5,80,1011.5,1.9,327
2021-12-07 04:00:00,25.5,80,1011.7,2.5,334
2021-12-07 05:00:00,25.6,80,1012.5,3.1,355
2021-12-07 06:00:00,25.6,80,1012.9,2.9,346
2021-12-07 07:00:00,25.6,80,1013.8,3.1,5
2021-12-07 08:00:00,25.4,80,1014.7,3.7,7
2021-12-07 09:00:00,25.2,80,1014.8,3.7,3
2021-12-07 10:00:00,24.9,80,1014.8,3.6,14
2021-12-07 11:00:00,24.7,80,1014.2,2.8,352
2021-12-07 12:00:00,24.5,80,1013.2,3.0,332
2021-12-07 13:00:00,24.3,80,1012.1,1.5,323
2021-12-07 14:00:00,24.2,80,1011.7,1.5,321
2021-12-07 15:00:00,24.2,80,1011.4,1.8,310
2021-12-07 16:00:00,24.4,80,1011.0,2.6,335
2021-12-07 17:00:00,24.6,80,1011.5,2.6,336
2021-12-07 18:00:00,24.9,80,1012.0,1.9,320
2021-12-07 19:00:00,25.2,80,1012.3,1.5,315
2021-12-07 21:00:00,25.4,80,1012.9,0.2,278
2021-12-07 22:00:00,25.4,80,1012.9,1.6,262
2021-12-07 23:00:00,25.4,80,1013.1,0.2,272
2021-12-08 01:00:00,25.5,80,1013.1,2.6,340
2021-12-08 02:00:00,25.5,80,1012.7,2.1,358
2021-12-08 03:00:00,25.6,80,1012.3,2.8,358
2021-12-08 04:00:00,25.6,80,1012.6,1.9,8
2021-12-08 05:00:00,25.6,80,1012.9,2.7,338
2021-12-08 06:00:00,25.6,80,1013.4,3.7,350
2021-12-08 07:00:00,25.6,80,1014.4,3.8,358
2021-12-08 08:00:00,25.4,80,1014.8,3.3,10
2021-12-08 09:00:00,25.0,80,1014.9,2.0,25
2021-12-08 10:00:00,24.6,80,1014.7,0.9,13
2021-12-08 11:00:00,24.3,80,1013.9,2.2,12
2021-12-08 13:00:00,24.4,80,1011.8,4.6,5
2021-12-08 14:00:00,24.4,80,1011.2,3.9,358
2021-12-08 15:00:00,24.4,80,1011.0,3.4,352
2021-12-08 16:00:00,24.5,80,1010.7,3.3,355
2021-12-08 17:00:00,24.7,80,1011.1,2.1,339
2021-12-08 22:00:00,25.3,80,1012.7,2.8,337
2021-12-08 23:00:00,25.4,80,1012.7,2.9,8
2021-12-09 00:00:00,25.4,80,1012.6,2.0,20
2021-12-09 01:00:00,25.4,80,1012.1,1.9,338
2021-12-09 02:00:00,25.4,80,1011.6,1.6,352
2021-12-09 03:00:00,25.4,80,1011.6,1.8,17
2021-12-09 05:00:00,25.5,80,1012.5,1.5,346
2021-12-09 08:00:00,25.2,80,1014.2,2.5,347
2021-12-09 09:00:00,24.9,80,1014.8,3.1,10
2021-12-09 10:00:00,24.8,80,1014.8,1.7,12
2021-12-09 15:00:00,24.9,80,1011.8,1.1,329
2021-12-09 18:00:00,25.4,80,1012.8,1.7,138
2021-12-09 19:00:00,25.4,80,1013.1,0.2,187
2021-12-09 20:00:00,25.5,80,1014.3,5.6,355
2021-12-09 21:00:00,25.5,80,1014.0,1.6,321
2021-12-09 22:00:00,25.5,80,1014.2,0.9,252
2021-12-10 02:00:00,25.6,80,1012.8,0.2,292
2021-12-10 04:00:00,25.6,80,1012.6,2.4,356
2021-12-10 05:00:00,25.6,80,1012.9,3.7,4
2021-12-10 06:00:00,25.6,80,1013.2,3.2,13
2021-12-10 07:00:00,25.6,80,1013.9,3.1,2
2021-12-10 08:00:00,25.3,80,1014.5,4.7,14
2021-12-10 09:00:00,25.0,80,1014.7,3.4,26
2021-12-10 10:00:00,24.7,80,1014.2,3.5,21
2021-12-10 11:00:00,24.5,80,1013.7,2.7,2
2021-12-10 12:00:00,24.4,80,1012.8,2.5,344
2021-12-10 13:00:00,24.3,80,1012.0,2.3,337
2021-12-10 14:00:00,24.3,80,1011.2,1.1,327
2021-12-10 15:00:00,24.2,80,1010.6,2.2,327
2021-12-10 16:00:00,24.3,80,1010.7,3.0,335
2021-12-10 17:00:00,24.5,80,1011.1,2.4,318
2021-12-10 18:00:00,24.9,80,1011.5,0.4,303
2021-12-10 20:00:00,25.3,80,1012.7,0.6,155
2021-12-10 21:00:00,25.4,80,1013.3,2.5,166
2021-12-10 22:00:00,25.4,80,1013.8,0.2,261
2021-12-10 23:00:00,25.5,80,1013.6,1.3,182
2021-12-11 02:00:00,25.6,80,1012.5,1.1,202
2021-12-11 04:00:00,25.6,80,1012.2,1.8,252
2021-12-11 05:00:00,25.6,80,1012.5,1.4,257
2021-12-11 06:00:00,25.6,80,1012.9,0.8,271
2021-12-11 07:00:00,25.6,80,1013.4,1.3,306
2021-12-11 08:00:00,25.5,80,1014.2,2.0,315
2021-12-11 09:00:00,25.4,80,1014.8,2.6,359
2021-12-11 10:00:00,25.2,80,1014.8,2.9,358
2021-12-11 11:00:00,25.0,80,1014.5,2.2,5
2021-12-11 12:00:00,25.0,80,1013.9,1.9,357
2021-12-11 14:00:00,24.3,80,1011.8,0.5,36
2021-12-11 15:00:00,24.2,80,1011.2,1.2,344
2021-12-11 16:00:00,24.3,80,1011.4,1.4,336
2021-12-11 17:00:00,24.6,80,1012.0,1.7,336
2021-12-11 18:00:00,25.0,80,1012.3,1.7,319
2021-12-11 19:00:00,25.2,80,1012.6,1.1,326
2021-12-12 00:00:00,25.5,80,1012.5,2.3,307
2021-12-12 01:00:00,25.5,80,1012.0,1.1,306
2021-12-12 02:00:00,25.6,80,1011.5,2.2,311
2021-12-12 03:00:00,25.6,80,1011.6,2.1,323
2021-12-12 04:00:00,25.6,80,1011.8,2.0,320
2021-12-12 05:00:00,25.6,80,1012.3,2.2,353
2021-12-12 06:00:00,25.6,80,1012.7,2.5,21
2021-12-12 07:00:00,25.6,80,1013.2,1.5,325
